VENDOR_NAME,CHECK_NUMBER,CHECK_DATE,CHECK_AMOUNT,INVOICE_NUM,INVOICE_DESCRIPTION,DIST_AMOUNT,DISTDESCRIPTION,FUND,FUND_DESCRIPTION,COST_CENTER,COST_DESCRIPTION,ACCOUNT,ACCOUNT_DESCRIPTION,TYPE_OF_DISBUSEMENT
Social Services Provider,665300,05/28/2015,568.00,PVDSS01064462,Redacted per Section 63.2-104 of the Code of Virginia,568.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,660532,05/06/2015,52.50,PVDSS01062570,Redacted per Section 63.2-104 of the Code of Virginia,52.50,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665728,05/28/2015,3309.00,PVDSS01063322,Redacted per Section 63.2-104 of the Code of Virginia,541.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
HENKEL'S AND  MCCOY INC,132032,05/21/2015,312482.46,GLR-I2336,CUSTOMER 1834405,1047.53,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,EFT
OFFICE INC,663686,05/14/2015,481.22,0012261-001REENTER,ACCT RICH1PM2,2.13,"LLR44552 - 6&quot;&quot; Clip-On Personal Fan mounts wherever needed. Strong, easy-to-open clamp with rubber grips holds tight while preventing scratches. Fan is equipped with two-speed operation and adjustable tilt mechanism. The mounting clip opens",808,Water Operating Fund,98001,Customer Service,71012,Office Supplies And Stationary,CHECK
Social Services Provider,660300,05/05/2015,521.00,PVDSS01062511,Redacted per Section 63.2-104 of the Code of Virginia,521.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
HENKEL'S AND  MCCOY INC,127092,05/04/2015,285783.17,GLR-I2354,CUSTOMER 1834405,1688.07,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,EFT
Social Services Provider,665247,05/28/2015,568.00,PVDSS01064392,Redacted per Section 63.2-104 of the Code of Virginia,568.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,660508,05/06/2015,2092.50,PVDSS01062539,Redacted per Section 63.2-104 of the Code of Virginia,2092.50,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665231,05/28/2015,652.00,PVDSS01064401,Redacted per Section 63.2-104 of the Code of Virginia,652.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665317,05/28/2015,5548.58,PVDSS01063062,Redacted per Section 63.2-104 of the Code of Virginia,67.34,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665390,05/28/2015,924.00,PVDSS01063913,Redacted per Section 63.2-104 of the Code of Virginia,462.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665935,05/28/2015,460.00,PVDSS01063084,Redacted per Section 63.2-104 of the Code of Virginia,460.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,660340,05/05/2015,568.00,PVDSS01062471,Redacted per Section 63.2-104 of the Code of Virginia,568.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
RICHMOND METROPOLITAN TRANSPORRTATION AUTHORITY,661948,05/06/2015,9961.83,CK2332/15067,Civil fines due RMA Gen Dist. Court &amp; Traffic Court,6052.76,Civil fines due RMA Gen Dist. Court &amp; Traffic Court,1304,Deposits-Toll Runners-Due Rma,0,Default,21103,Due To Rma,CHECK
RIBBONS AND ROLLS  INC,664555,05/20/2015,2975.38,0443667-001REENTER,CUST CRPA01-0,29.02,"Quote 7048 for G12 
SAMU 86608 2&quot; BINDER VIEW",100,General Fund,504,PDR-Prop. Maint Cod,71012,Office Supplies And Stationary,CHECK
Social Services Provider,665916,05/28/2015,433.00,PVDSS01064113,Redacted per Section 63.2-104 of the Code of Virginia,433.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665499,05/28/2015,4572.00,PVDSS01063419,Redacted per Section 63.2-104 of the Code of Virginia,1792.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
HENKEL'S AND  MCCOY INC,127092,05/04/2015,285783.17,GLR-I2326,CUSTOMER 1834405,2542.80,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,EFT
HENKEL'S AND  MCCOY INC,132032,05/21/2015,312482.46,GLR-I2282,CUSTOMER 1834405,290.77,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76104,Utility Operating Supplies,EFT
HENKEL'S AND  MCCOY INC,132032,05/21/2015,312482.46,GLR-I2282,CUSTOMER 1834405,290.77,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76104,Utility Operating Supplies,EFT
R AND R OFFICE SUPPLY,665960,05/28/2015,678.47,0457376-001,CRPA01-0,2.36,Beveled wood ruler features Imperial measurements scaled in 1/16&quot;&quot;&quot;&quot; markings along a single brass edge. Numerals and graduations are sharply delineated and checked for accuracy. A coat of clear lacquer is added for protection and durabilit,100,General Fund,4203,Fire-Fire Operations,71012,Office Supplies And Stationary,CHECK
Social Services Provider,664638,05/21/2015,12540.80,PVDSS01062917,Redacted per Section 63.2-104 of the Code of Virginia,12540.80,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665873,05/28/2015,568.00,PVDSS01064142,Redacted per Section 63.2-104 of the Code of Virginia,568.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665128,05/27/2015,5857.42,PVDSS01062937,Redacted per Section 63.2-104 of the Code of Virginia,541.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2709,Social Ser-Foster Care,76302,ADC FC Instit Main Care,CHECK
RIBBONS AND ROLLS  INC,660120,05/04/2015,1061.49,0458011-001,ACCT CRPA01-0,424.77,"Item #HEWCE278D HP 78A LaserJet Cartridges
Office Supplies for HS Division R&amp;R quote #0008008",401,Special Revenue Fund,1003,Attorney-Juv&Domestic Relations,71012,Office Supplies And Stationary,CHECK
Social Services Provider,665690,05/28/2015,3640.00,PVDSS01063648,Redacted per Section 63.2-104 of the Code of Virginia,686.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665376,05/28/2015,2372.00,PVDSS01063226,Redacted per Section 63.2-104 of the Code of Virginia,686.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
FERGUSON ENTERPRISES INC,663932,05/18/2015,3367.67,3286834,CUST# 150237,199.08,NIPPLE BLK   3/4&quot; X  7&quot;,811,Stores Operating Fund,99001,DPU Administration,21001,Accounts Payable-Control Account,CHECK
TSRC INC,131818,05/20/2015,2444.28,2305161-0,Cust # 6460000,34.82,"Shipping Label, 4&quot;&quot;x2-5/16&quot;&quot;, 300 Labels/BX, White",402,Retirement Fund,1801,Retirement-Richmond Retire,71012,Office Supplies And Stationary,EFT
TSRC INC,129450,05/11/2015,528.84,2288848-0,CUST # 6460000 DEPT # 2596,9.52,"Desk Manager Notebook, Multi-Tasking, 11&quot;&quot;x9&quot;&quot;, 35 Sheets",100,General Fund,79033,Non Depart-311 Call Center,71012,Office Supplies And Stationary,EFT
Social Services Provider,665420,05/28/2015,936.00,PVDSS01063212,Redacted per Section 63.2-104 of the Code of Virginia,250.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,662273,05/11/2015,66.82,PVDSS01062616,Redacted per Section 63.2-104 of the Code of Virginia,44.24,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,664843,05/26/2015,270.00,PVDSS01063142,Redacted per Section 63.2-104 of the Code of Virginia,270.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,663898,05/18/2015,18350.00,PVDSS01062808,Redacted per Section 63.2-104 of the Code of Virginia,985.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665863,05/28/2015,2440.04,PVDSS01064063,Redacted per Section 63.2-104 of the Code of Virginia,147.71,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,664883,05/26/2015,270.16,PVDSS01063141,Redacted per Section 63.2-104 of the Code of Virginia,270.16,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665165,05/27/2015,608.00,PVDSS01063092,Redacted per Section 63.2-104 of the Code of Virginia,304.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2712,Social Ser-Adoption,76323,Special Needs Adoption,CHECK
Social Services Provider,665165,05/27/2015,608.00,PVDSS01063092,Redacted per Section 63.2-104 of the Code of Virginia,304.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2712,Social Ser-Adoption,76323,Special Needs Adoption,CHECK
Social Services Provider,660129,05/04/2015,1886.00,PVDSS01062155,Redacted per Section 63.2-104 of the Code of Virginia,686.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2712,Social Ser-Adoption,76323,Special Needs Adoption,CHECK
Social Services Provider,665397,05/28/2015,1470.00,PVDSS01064086,Redacted per Section 63.2-104 of the Code of Virginia,1470.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,660307,05/05/2015,578.00,PVDSS01062504,Redacted per Section 63.2-104 of the Code of Virginia,578.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
NOVA SHREDDING LLC,660223,05/04/2015,118.10,10880,"SHREDDING 900 EAST MARSHALL ST.LEVEL A, 1ST, 2ND &amp; 3RD FLOOR",19.68,MPB - 03/2014,100,General Fund,2701,Social Ser-Administration,72175,Refuse & Recycling Expenses,CHECK
Social Services Provider,665520,05/28/2015,19080.00,PVDSS01064006,Redacted per Section 63.2-104 of the Code of Virginia,270.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
XEROX CORPORATION,131028,05/15/2015,121.28,79109746,CUST # 716086111,60.64,"BELLEMEADE COMMUNITY CENTER: EQUIPMENT, MAINTENANCE &amp; SUPPLY CHARGES
SERIAL NUMBER:  YHT-650357",100,General Fund,3010,Parks&Rec-Northside Richmond,70511,Equipment Rental,EFT
HENKEL'S AND  MCCOY INC,127393,05/05/2015,155126.74,GLR-I2294,CUSTOMER 1834405,262.78,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76104,Utility Operating Supplies,EFT
HENKEL'S AND  MCCOY INC,127393,05/05/2015,155126.74,GLR-I2294,CUSTOMER 1834405,262.78,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76104,Utility Operating Supplies,EFT
Social Services Provider,665750,05/28/2015,568.00,PVDSS01064359,Redacted per Section 63.2-104 of the Code of Virginia,568.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
BSN SPORTS INC,130382,05/12/2015,1750.00,96844409,Cust # 2441473,1725.00,BLACKWELL:  #BBJ11 - CLUTCH REVERSIBLE JERSEY1-COLOR PRINT ON FRONTS / 6&quot; NUMBER ON FRONTS / 8&quot; NUMBER ON BACKS,100,General Fund,3010,Parks&Rec-Northside Richmond,71144,Recreational Supplies,EFT
Social Services Provider,666344,05/29/2015,36290.00,PVDSS01062938,Redacted per Section 63.2-104 of the Code of Virginia,600.00,Redacted per Section 63.2-104 of the Code of Virginia,201,Grants Fund,0,Default,0,Default,CHECK
Social Services Provider,666441,05/29/2015,569.80,PVDSS01064536,Redacted per Section 63.2-104 of the Code of Virginia,462.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,665186,05/28/2015,568.00,PVDSS01064443,Redacted per Section 63.2-104 of the Code of Virginia,568.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
HENKEL'S AND  MCCOY INC,127092,05/04/2015,285783.17,GLR-I2358,CUSTOMER 1834405,606.44,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,70552,Contract And Temporary Personnel Services,EFT
Social Services Provider,660103,05/04/2015,647.00,PVDSS01062425,Redacted per Section 63.2-104 of the Code of Virginia,240.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,660095,05/04/2015,715.44,PVDSS01062407,Redacted per Section 63.2-104 of the Code of Virginia,231.64,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,662339,05/11/2015,35587.50,PVDSS01062535,Redacted per Section 63.2-104 of the Code of Virginia,2167.75,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2709,Social Ser-Foster Care,76302,ADC FC Instit Main Care,CHECK
R AND R OFFICE SUPPLY,664026,05/18/2015,4659.69,0459332-001,ACCT# CRPA01-0,21.60,"Certificate holder is designed to display 8-1/2&quot;&quot;&quot;&quot; x 11&quot;&quot;&quot;&quot; certificates instantly. Design features four curved, die-cut slits to secure certificate, a pop-out tab for hanging, and 80 lb. cardstock with a linen finish. Use certificate hold",100,General Fund,2703,Social Ser-Fin Assist Admi,71012,Office Supplies And Stationary,CHECK
Social Services Provider,665795,05/28/2015,501.00,PVDSS01064174,Redacted per Section 63.2-104 of the Code of Virginia,501.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
HENKEL'S AND  MCCOY INC,127393,05/05/2015,155126.74,GLR-I2287,CUSTOMER 1834405,30.01,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76104,Utility Operating Supplies,EFT
HENKEL'S AND  MCCOY INC,127393,05/05/2015,155126.74,GLR-I2287,CUSTOMER 1834405,30.01,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76104,Utility Operating Supplies,EFT
CENTRAL HARDWARE SUPPLY,133514,05/28/2015,6232.38,INV7671,"TOOL BAG, VOLT CLAMP, SCREWDRIVERX4, FLASHLIGHT, GLOVES",62.48,SCREWDRIVER SLOTTED  8&quot; #6C263 361112,811,Stores Operating Fund,99001,DPU Administration,21001,Accounts Payable-Control Account,EFT
Social Services Provider,665623,05/28/2015,568.00,PVDSS01064234,Redacted per Section 63.2-104 of the Code of Virginia,568.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
HENKEL'S AND  MCCOY INC,133518,05/28/2015,105487.13,GLR-I2379,CUSTOMER 1834405,22.51,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76120,Paving,EFT
HENKEL'S AND  MCCOY INC,132032,05/21/2015,312482.46,GLR-I2336,CUSTOMER 1834405,523.76,Henkels &amp; McCoy Inc. - Gas Leak &amp; Meter Relocations,807,Gas Operating Fund,94002,Natural Gas Distribution and Construction,76104,Utility Operating Supplies,EFT
CENTRAL HARDWARE SUPPLY,131258,05/18/2015,5703.18,INV7578,HANDLE PICK RAILROAD &amp; PICK RAILROAD,529.90,"PICK, COLLINS AXE - 36 IN RAILROAD PICK   #1THA8",809,Waste Water Operating Fund,93002,Wastewater Maintenance,76104,Utility Operating Supplies,EFT
Social Services Provider,665270,05/28/2015,90.00,PVDSS01064478,Redacted per Section 63.2-104 of the Code of Virginia,90.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
McCarter AND English,661871,05/06/2015,11724.49,7961716,Professional Services Recorded Through 1-30-2015,3822.18,McCarter &amp; English - Invoice #7961716 for Professional services rendered through 1/31/15,807,Gas Operating Fund,99001,DPU Administration,70152,Attorney/Legal Services,CHECK
Social Services Provider,665850,05/28/2015,2272.00,PVDSS01063463,Redacted per Section 63.2-104 of the Code of Virginia,686.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2701,Social Ser-Administration,99999,conversion,CHECK
Social Services Provider,666297,05/29/2015,9000.00,PVDSS01063117,Redacted per Section 63.2-104 of the Code of Virginia,1500.00,Redacted per Section 63.2-104 of the Code of Virginia,100,General Fund,2711,Social Ser-Adult Services,76315,Home Based Services,CHECK
